Sensor_ID,Sensor_Type,Floor,Room,timestamp,voc
6,AirQualitySensor,1,OpenArea,2025-06-18 04:00:00,41.4
6,AirQualitySensor,1,OpenArea,2025-06-18 05:00:00,42.3
6,AirQualitySensor,1,OpenArea,2025-06-18 06:00:00,58.1
6,AirQualitySensor,1,OpenArea,2025-06-18 07:00:00,73.4
6,AirQualitySensor,1,OpenArea,2025-06-18 08:00:00,81.1
6,AirQualitySensor,1,OpenArea,2025-06-18 09:00:00,80.5
6,AirQualitySensor,1,OpenArea,2025-06-18 10:00:00,78.8
6,AirQualitySensor,1,OpenArea,2025-06-18 11:00:00,75.8
6,AirQualitySensor,1,OpenArea,2025-06-18 12:00:00,82.2
6,AirQualitySensor,1,OpenArea,2025-06-18 13:00:00,94.9
6,AirQualitySensor,1,OpenArea,2025-06-18 14:00:00,112.0
6,AirQualitySensor,1,OpenArea,2025-06-18 15:00:00,124.0
6,AirQualitySensor,1,OpenArea,2025-06-18 16:00:00,131.0
6,AirQualitySensor,1,OpenArea,2025-06-18 17:00:00,143.0
6,AirQualitySensor,1,OpenArea,2025-06-18 18:00:00,163.0
6,AirQualitySensor,1,OpenArea,2025-06-18 19:00:00,181.0
6,AirQualitySensor,1,OpenArea,2025-06-18 20:00:00,191.0
6,AirQualitySensor,1,OpenArea,2025-06-18 21:00:00,221.0
6,AirQualitySensor,1,OpenArea,2025-06-18 22:00:00,243.0
6,AirQualitySensor,1,OpenArea,2025-06-18 23:00:00,262.0
6,AirQualitySensor,1,OpenArea,2025-06-19 00:00:00,196.0
6,AirQualitySensor,1,OpenArea,2025-06-19 01:00:00,96.4
6,AirQualitySensor,1,OpenArea,2025-06-19 02:00:00,60.1
6,AirQualitySensor,1,OpenArea,2025-06-19 03:00:00,39.0
6,AirQualitySensor,1,OpenArea,2025-06-19 04:00:00,41.9
6,AirQualitySensor,1,OpenArea,2025-06-19 05:00:00,35.2
6,AirQualitySensor,1,OpenArea,2025-06-19 06:00:00,46.3
6,AirQualitySensor,1,OpenArea,2025-06-19 07:00:00,69.6
6,AirQualitySensor,1,OpenArea,2025-06-19 08:00:00,83.7
6,AirQualitySensor,1,OpenArea,2025-06-19 09:00:00,80.6
6,AirQualitySensor,1,OpenArea,2025-06-19 10:00:00,80.4
6,AirQualitySensor,1,OpenArea,2025-06-19 11:00:00,65.8
6,AirQualitySensor,1,OpenArea,2025-06-19 12:00:00,70.3
6,AirQualitySensor,1,OpenArea,2025-06-19 13:00:00,95.4
6,AirQualitySensor,1,OpenArea,2025-06-19 14:00:00,121.0
6,AirQualitySensor,1,OpenArea,2025-06-19 15:00:00,142.0
