Sensor_ID,Sensor_Type,Floor,Room,timestamp,illuminance
7,MotionSensorMini,1,OpenArea,2025-06-05 06:00:00,5.5
7,MotionSensorMini,1,OpenArea,2025-06-05 07:00:00,4.0
7,MotionSensorMini,1,OpenArea,2025-06-05 08:00:00,5.5
7,MotionSensorMini,1,OpenArea,2025-06-05 11:00:00,4.0
7,MotionSensorMini,1,OpenArea,2025-06-06 01:00:00,6.5
7,MotionSensorMini,1,OpenArea,2025-06-06 07:00:00,4.0
7,MotionSensorMini,1,OpenArea,2025-06-09 01:00:00,6.33
7,MotionSensorMini,1,OpenArea,2025-06-09 07:00:00,4.0
7,MotionSensorMini,1,OpenArea,2025-06-09 08:00:00,6.0
7,MotionSensorMini,1,OpenArea,2025-06-09 09:00:00,5.5
7,MotionSensorMini,1,OpenArea,2025-06-09 10:00:00,5.33
7,MotionSensorMini,1,OpenArea,2025-06-09 11:00:00,5.0
7,MotionSensorMini,1,OpenArea,2025-06-10 01:00:00,6.0
7,MotionSensorMini,1,OpenArea,2025-06-10 05:00:00,5.0
